restaurant_id,category_menuitem,name_menuitem,description,price,id,position,name_restaurant,score,ratings,category_restaurant,price_range,full_address,zip_code,lat,lng
13203,Fried Noodles,Indonesian Rice Noodles  印尼炒米粉,Spicy,14.95 USD,13203,5,Zhen Kee Chinese Restaurant,4.5,187.0,"Chinese Food, Allergy Friendly, Family Friendly",$,"151 Sunset Blvd N, Renton, WA, 98057",98057,47.4846806,-122.1969963
13203,Fried Rice,Indonesia Fried Rice  印尼炒饭,Spicy,14.95 USD,13203,5,Zhen Kee Chinese Restaurant,4.5,187.0,"Chinese Food, Allergy Friendly, Family Friendly",$,"151 Sunset Blvd N, Renton, WA, 98057",98057,47.4846806,-122.1969963
13233,Top 12 Best Items Combo Deal  (Select a Side &amp; a Drink for Just $9.95 Extra) 12道風味套餐,R23. Indonesian Fried Rice,"It's spicy and containing chicken, shrimp &amp; sunny side up egg. 
香辣炒飯 - 含雞肉, 蝦仁, 太陽蛋, 微辣",18.95 USD,13233,142,Pacific Cafe,,,"Chinese, Asian, Cantonese",$$,"416 5th Ave S, Seattle, WA, 98104",98104,47.598718,-122.327491
13233,Rice Dishes Section 碟頭飯類,R23. Indonesian Fried Rice ,"It's spicy and containing chicken, shrimp and sunny side up egg. Highly recommended!
香辣炒飯 (微辣) (含雞絲, 蝦仁, 太陽蛋) - 推薦!",18.95 USD,13233,142,Pacific Cafe,,,"Chinese, Asian, Cantonese",$$,"416 5th Ave S, Seattle, WA, 98104",98104,47.598718,-122.327491
14109,Paninis and Wraps,Tempeh Peanut Wrap,"Baked seasoned tempeh, spinach, carrots, green onions, cabbage, and vegan peanut sauce. Comes with Kettle brand potato chips.",9.99 USD,14109,96,Main Market Co-op,,,"Deli, Salads, Healthy",$$,"44 W Main Ave, Spokane, WA, 99201",99201,47.6594072,-117.4127146
14137,Picked for you,Tempeh Peanut Wrap,"Vegan. Baked seasoned tempeh, spinach, carrots, green onions, cabbage, and vegan peanut sauce. 
",9.99 USD,14137,125,Main Market CO-OP Deli,,,"Sandwiches, American, Healthy",$,"44 W Main Ave, Spokane, WA, 99201",99201,47.6594072,-117.4127146
14137,Salads,Tempeh Buddha Bowl  ,"Brown rice, cabbage, coconut sweet potatoes, cucumber, sesame tempeh, carrot, cilantro, green onion, w/ Thai peanut sauce",9.49 USD,14137,125,Main Market CO-OP Deli,,,"Sandwiches, American, Healthy",$,"44 W Main Ave, Spokane, WA, 99201",99201,47.6594072,-117.4127146
14137,Paninis and Wraps,Tempeh Peanut Wrap,"Vegan. Baked seasoned tempeh, spinach, carrots, green onions, cabbage, and vegan peanut sauce. 
",9.99 USD,14137,125,Main Market CO-OP Deli,,,"Sandwiches, American, Healthy",$,"44 W Main Ave, Spokane, WA, 99201",99201,47.6594072,-117.4127146
14692,Fried Rice,Indonesian Fried Rice,,15.95 USD,14692,78,Jade Garden Chinese Restaurant,4.6,126.0,"Chinese, Asian, Family Friendly",$,"3133 Broadway, Everett, WA, 98201",98201,47.975524,-122.200988
15432,More Ways to Yumm!,Tofu or Tempeh Yumm! Bento®,Organic Brown Rice or Thai Jasmine Rice served with our creamy ginger Asian Cole Slaw and a side of Yumm! Sauce.®,17.0 USD,15432,149,Cafe Yumm! (Seattle),4.9,148.0,"Healthy, American, Sandwich, Burritos, Mexican, Family Friendly, Family Meals, Kids Friendly",$,"717 Pine St., Seattle, WA, 98101",98101,47.6126024,-122.3338173
15432,Salad · Soup · Sides,Teriyaki Tempeh Skewer,Marinated organic tempeh skewer baked with teriyaki sauce. Topped with black sesame seeds.,7.15 USD,15432,149,Cafe Yumm! (Seattle),4.9,148.0,"Healthy, American, Sandwich, Burritos, Mexican, Family Friendly, Family Meals, Kids Friendly",$,"717 Pine St., Seattle, WA, 98101",98101,47.6126024,-122.3338173
15432,Extras,Side Tempeh,,4.25 USD,15432,149,Cafe Yumm! (Seattle),4.9,148.0,"Healthy, American, Sandwich, Burritos, Mexican, Family Friendly, Family Meals, Kids Friendly",$,"717 Pine St., Seattle, WA, 98101",98101,47.6126024,-122.3338173
15453,Signature Fried Rice,Indonesian Fried Rice,,15.95 USD,15453,64,Regent Bakery &amp; Cafe (Capitol Hill),4.7,61.0,"Chinese, Cafe, Desserts",$$,"1404 E Pine St, Seattle, WA, 98122",98122,47.6154617,-122.3140759
19774,Sunflower Specialties-Dinner,S15 Adventure of Organic Tempeh Land,"Organic marinated tempeh (five grains) Sautéed with red bell pepper, snow peas, asparagus, baby corn and mushrooms in Thai style curry sauce.",19.2 USD,19774,77,Sunflower Vegetarian Restaurant,4.7,123.0,"Asian Fusion, Vegan, Vegetarian, Healthy, Family Friendly",$,"2531 Chain Bridge Rd, Vienna, VA, 22181",22181,38.8930156,-77.2753843
19774,Sandwiches (Organic Ciabatta Bread),C5 Organic Tempeh (5 grains) Sandwich,"Served on ciabatta bread with lettuce, tomato and jicama. Choice of organic mix greens or fries on the side.",14.4 USD,19774,77,Sunflower Vegetarian Restaurant,4.7,123.0,"Asian Fusion, Vegan, Vegetarian, Healthy, Family Friendly",$,"2531 Chain Bridge Rd, Vienna, VA, 22181",22181,38.8930156,-77.2753843
19774,Extra Side Orders,X4 Organic Marinated Tempeh(6),Five grain,7.2 USD,19774,77,Sunflower Vegetarian Restaurant,4.7,123.0,"Asian Fusion, Vegan, Vegetarian, Healthy, Family Friendly",$,"2531 Chain Bridge Rd, Vienna, VA, 22181",22181,38.8930156,-77.2753843
20165,Freshly-Roasted Coffee Bags,Blue Ridge Bluff - Indonesia (Dark Roast),Whole bean **recommended for best cup**.,12.99 USD,20165,153,Commonwealth Joe Coffee Roasters,4.9,134.0,"Coffee and Tea, American, Breakfast and Brunch",$,"520 12th Street South, Arlington, VA, 22202",22202,38.8627087,-77.0549472
21669,Indonesian Specialties,Mie Ayam Pangsit Bakso,"Savory chicken mushrooms served on egg noodle, with boiled, fried wantons, and side of chicken broth beef ball soup.",12.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Sate Ayam Or Beef,"Grilled chicken or beef on skewers, side of small rice cakes, and peanut sauce and onion crackers.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Rendang Bowl,"Marinated rib-eye beef slow cooked in spices, coconut milk served over jasmine rice, sauteed collard greens, onion crackers, boiled eggs, and sambal.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Daging Sapi Asap,"Black pepper ribeye steak soy sauce served over jasmine rice, onion crackers, boiled eggs, and sambal.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Siomay,"Steamed dim sum fish shrimp cakes, potatoes, bitter melon, tofu, and side of delicious peanut sauce.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Batagor,"Fried fish shrimp cakes, potatoes, boiled eggs, and fried shrimp balls served with delicious peanut sauce.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Ayam Bakar Taliwang,"Grilled marinated chicken served over rice, sliced cucumbers, and shrimp paste hot sauce.",11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Kwetiauw Goreng,Fried rice noodle soy sauce with seafood.,11.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Bubur Ayam,"Savory chicken porridge served with shredded fried chicken, fried soybeans, cakwe, onion crackers, and sweet soy sauce quail eggs chicken liver.",10.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Rica Rica,"Spicy grilled fish served over jasmine rice, sauteed collard greens, side of hot sauce or dabu2/Indonesian salsa.",12.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Soto Betawi,"Jakarta beef and tribes coconut milk soup, served over jasmine rice, crackers and hot sauce.",12.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Specialties,Nasi Uduk,"Coconut milk rice, side of marinated tofu &amp; tempe soybean cakes, spicy anchovies peanuts, sliced cucumbers, and sambal hot sauce.",12.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Klapertart,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Pisang Bekar Coklat,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Es Teler,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Es Kelapa,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Es Cendol,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
21669,Indonesian Desserts,Bubur Ketan Hitam,,7.95 USD,21669,291,Bambu Cafe,,,"Asian, Asian Fusion, Korean",,"12242 Rockville Pike, North Bethesda, MD, 20852",20852,39.05674,-77.119939
22081,Ice Cream,Indonesian Vanilla Bean Ice Cream,,5.75 USD,22081,19,Dulce Crepes,4.7,91.0,"Breakfast and Brunch, Vegetarian, Desserts, Healthy",$$,"11217 Lee Hwy, Fairfax, VA, 22030",22030,38.8507888,-77.3348729
23816,Noodles &amp; Rice,"Indonesian Fried Rice (Chicken, Sweet Soy Sauce, Fried Egg)",,14.25 USD,23816,65,Lucky Whale,4.1,38.0,"Asian Fusion, Japanese, Asian",,"2028 West Cary Street, 1, Richmond, VA, 23220",23220,37.5486578849507,-77.46747381914749
26473,Malaysian Entrees,Kari Ayam,Chicken with spicy red curry in coconut milk gravy. Served with white rice.,15.95 USD,26473,179,Asia Cafe (Rockville),4.7,40.0,"Chinese, Asian, Asian Fusion",$,"703 1st St, Rockville, MD, 20851",20851,39.0849612,-77.135721
26473,Malaysian Entrees,Ayam Halia,Sautéed chicken breast with sliced ginger scallions and brown sauce. Served with white rice.,15.95 USD,26473,179,Asia Cafe (Rockville),4.7,40.0,"Chinese, Asian, Asian Fusion",$,"703 1st St, Rockville, MD, 20851",20851,39.0849612,-77.135721
26473,Malaysian Entrees,Ayam Basil,Sauteed chicken breast with basil leaves mushrooms carrots snow peas and baby corn. Served with white rice.,15.95 USD,26473,179,Asia Cafe (Rockville),4.7,40.0,"Chinese, Asian, Asian Fusion",$,"703 1st St, Rockville, MD, 20851",20851,39.0849612,-77.135721
26832,Appetizer,Roti Telur,"Indian pancake stuffed with egg, onion, chili, and curry potato chicken as dipping sauce.",6.75 USD,26832,32,Penang Malaysian Cuisine (Bethesda),,,Malaysian,$$,"4933, Bethesda, MD, 20814",20814,38.9810892,-77.0997576
26832,Appetizer,Pandan Ayam,Deep fried marinated chicken wing wrapped with pandan leaves.,9.95 USD,26832,32,Penang Malaysian Cuisine (Bethesda),,,Malaysian,$$,"4933, Bethesda, MD, 20814",20814,38.9810892,-77.0997576
26832,Noodle Soup,Udang Mee Soup,Penangs yellow noodles served in shrimp broth with shrimp and bean sprout.,8.95 USD,26832,32,Penang Malaysian Cuisine (Bethesda),,,Malaysian,$$,"4933, Bethesda, MD, 20814",20814,38.9810892,-77.0997576
29377,Large Plates,Tempeh and Soba Noodles,"Broccolini, mushrooms, root vegetables, roasted peppers, peanut sauce, scallion, and cilantro.",24.0 USD,29377,2,Cork Wine Bar &amp; Market of Stowe,,,"Burgers, American, Sandwiches",$$,"35 School St, Stowe, VT, 5672",5672,44.4648,-72.68459
29610,Burgers and Sandwiches,Tempting Tempeh,"hot and tangy buffalo, red slaw, pineapple ",15.0 USD,29610,253,Lake Effect,,,Spanish,$$,"155 W 200 S, Salt Lake City, UT, 84101",84101,40.764589,-111.895857
29761,Sandwiches,Tempeh Cubano,"Blackened tempeh, pickled jalapeno, olives, capers, artichoke hearts, tomato, brown mustard, and cheeze.",10.0 USD,29761,186,Vertical Diner,,,"Healthy, Breakfast and Brunch, American, Sandwich",$,"234 W 900th S, Salt Lake City, UT, 84101",84101,40.7499676,-111.8978609
29761,Sandwiches,Tempeh Rueben,"Tempeh, artisan sauerkraut, cheeze, and vertical sauce served on rye.",9.5 USD,29761,186,Vertical Diner,,,"Healthy, Breakfast and Brunch, American, Sandwich",$,"234 W 900th S, Salt Lake City, UT, 84101",84101,40.7499676,-111.8978609
29761,Sides,Fried Tempeh,,4.0 USD,29761,186,Vertical Diner,,,"Healthy, Breakfast and Brunch, American, Sandwich",$,"234 W 900th S, Salt Lake City, UT, 84101",84101,40.7499676,-111.8978609
29761,Sides,Tempeh Bacon,,4.0 USD,29761,186,Vertical Diner,,,"Healthy, Breakfast and Brunch, American, Sandwich",$,"234 W 900th S, Salt Lake City, UT, 84101",84101,40.7499676,-111.8978609
30462,Starters,Sate Ayam,Grill chicken skewer served with sweet and savory peanut sauce.,8.75 USD,30462,181,Makanmakan Asian Streat Food Fare,4.9,15.0,"Asian, Asian Fusion, Korean",,"33 East 11400 South, Sandy, UT, 84070",84070,40.54445,-111.89024
30462,Seafood,Udang Saus Mentega,Jumbo prawn in a sweet buttery sauce with scallion and onion. Served with steam rice.,14.45 USD,30462,181,Makanmakan Asian Streat Food Fare,4.9,15.0,"Asian, Asian Fusion, Korean",,"33 East 11400 South, Sandy, UT, 84070",84070,40.54445,-111.89024
30462,Rice &amp; Noodles,Mie Ayam,"Savory Jakarta seasoned chicken egg noodle topped with fried wonton, baby bok choy, bean sprout, and chicken broth on the side.",12.05 USD,30462,181,Makanmakan Asian Streat Food Fare,4.9,15.0,"Asian, Asian Fusion, Korean",,"33 East 11400 South, Sandy, UT, 84070",84070,40.54445,-111.89024
32580,Southeast Asia,Indonesia Fried Rice,"Indonesia spicy fried rice with chicken, beef, and shrimp.",13.0 USD,32580,3,Asian Bistro Cedar City,4.6,58.0,"Asian, Asian Fusion, Korean",$$,"1380 S Providence Center Dr Suite A, Cedar City, UT, 84720",84720,37.65329,-113.08604
34830,Sides,Tempeh (a La Carte),,8.8 USD,34830,246,Senor Veggie,,,"Vegetarian, Vegan, Healthy",$,"620 S Presa St, San Antonio, TX, 78210",78210,29.41511,-98.48832
36503,Picked for you,TEMPEH FRIES,"Sriracha fries topped with crushed grilled tempeh, cilantro, peanuts, sriracha sauce, hoisin sauce, and vegan garlic aioli",9.75 USD,36503,36,Banh Mi Station,4.8,200.0,"Vietnamese, Sandwich, Family Friendly, Vegan Friendly, Exclusive to Eats",$$,"1818 Sylvan Ave Ste C100, Dallas, TX, 75208",75208,32.7683018,-96.8354896
36503,SIDES,TEMPEH FRIES,"Sriracha fries topped with crushed grilled tempeh, cilantro, peanuts, sriracha sauce, hoisin sauce, and vegan garlic aioli",9.75 USD,36503,36,Banh Mi Station,4.8,200.0,"Vietnamese, Sandwich, Family Friendly, Vegan Friendly, Exclusive to Eats",$$,"1818 Sylvan Ave Ste C100, Dallas, TX, 75208",75208,32.7683018,-96.8354896
40224,Where'''s the Beef,Vegan Texas Tempeh Patty Berger," 1/3 LB Tempeh Patty with TX Cowtail Black Eyed Peas, Black Bean, and local seasonings on a Vegan  Bun with  all the Fixins' (No Sauce)
",8.19 USD,40224,53,Wholly Cow Burgers  (S Lamar),4.6,245.0,"American, Burgers, Breakfast and Brunch, Allergy Friendly, Family Meals, Vegan, Vegan Friendly, Sandwiches, Desserts, Comfort Food, Soup, Cheesesteak, Everyday Essentials, Group Friendly",$,"3010 S Lamar Blvd, Austin, TX, 78704",78704,30.2428158,-97.7838211
